===== Training started at 0 =====
Batch size: 2, LR: 3e-05, Epochs: 10
Steps per file: 50, Grad. accum: 4, Warmup rate: 0.1
Validation dataset loaded with 128 steps, using seed 42, max files 128, steps/file 1, batch size 8
Total validation batches: 16
Warmup steps: 3750, Total optimizer steps: 37500
[Epoch 1] step 0 loss 0.3287 lr 0.000000
[Epoch 1] step 100 loss 0.5973 lr 0.000000
[Epoch 1] step 200 loss 0.4126 lr 0.000000
[Epoch 1] step 300 loss 0.7721 lr 0.000001
[Epoch 1] step 400 loss 0.3951 lr 0.000001
[Epoch 1] step 500 loss 0.3037 lr 0.000001
[Epoch 1] step 600 loss 0.6577 lr 0.000001
[Epoch 1] step 700 loss 0.3589 lr 0.000001
[Epoch 1] step 800 loss 0.3021 lr 0.000002
[Epoch 1] step 900 loss 0.1452 lr 0.000002
[Epoch 1] step 1000 loss 0.1056 lr 0.000002
[Epoch 1] step 1100 loss 0.0872 lr 0.000002
[Epoch 1] step 1200 loss 0.1129 lr 0.000002
[Epoch 1] step 1300 loss 0.0995 lr 0.000003
[Epoch 1] step 1400 loss 0.0836 lr 0.000003
[Epoch 1] step 1500 loss 0.1283 lr 0.000003
[Epoch 1] step 1600 loss 0.1199 lr 0.000003
[Epoch 1] step 1700 loss 0.0694 lr 0.000003
[Epoch 1] step 1800 loss 0.0513 lr 0.000004
[Epoch 1] step 1900 loss 0.0640 lr 0.000004
[Epoch 1] step 2000 loss 0.0349 lr 0.000004
[Epoch 1] step 2100 loss 0.1339 lr 0.000004
[Epoch 1] step 2200 loss 0.1879 lr 0.000004
[Epoch 1] step 2300 loss 0.1357 lr 0.000005
[Epoch 1] step 2400 loss 0.0311 lr 0.000005
[Epoch 1] step 2500 loss 0.0406 lr 0.000005
[Epoch 1] step 2600 loss 0.1167 lr 0.000005
[Epoch 1] step 2700 loss 0.0967 lr 0.000005
[Epoch 1] step 2800 loss 0.1790 lr 0.000006
[Epoch 1] step 2900 loss 0.0252 lr 0.000006
[Epoch 1] step 3000 loss 0.1186 lr 0.000006
[Epoch 1] step 3100 loss 0.0454 lr 0.000006
[Epoch 1] step 3200 loss 0.0594 lr 0.000006
[Epoch 1] step 3300 loss 0.1053 lr 0.000007
[Epoch 1] step 3400 loss 0.1027 lr 0.000007
[Epoch 1] step 3500 loss 0.1631 lr 0.000007
[Epoch 1] step 3600 loss 0.2026 lr 0.000007
[Epoch 1] step 3700 loss 0.1170 lr 0.000007
[Epoch 1] step 3800 loss 0.0770 lr 0.000008
[Epoch 1] step 3900 loss 0.1339 lr 0.000008
[Epoch 1] step 4000 loss 0.0387 lr 0.000008
[Epoch 1] step 4100 loss 0.0795 lr 0.000008
[Epoch 1] step 4200 loss 0.0617 lr 0.000008
[Epoch 1] step 4300 loss 0.0499 lr 0.000009
[Epoch 1] step 4400 loss 0.0436 lr 0.000009
[Epoch 1] step 4500 loss 0.0290 lr 0.000009
[Epoch 1] step 4600 loss 0.0494 lr 0.000009
[Epoch 1] step 4700 loss 0.0453 lr 0.000009
[Epoch 1] step 4800 loss 0.0213 lr 0.000010
[Epoch 1] step 4900 loss 0.0678 lr 0.000010
[Validation] global_step 5000 loss 0.2362 accuracy 0.4258
Validation accuracy improved from 0.0000 to 0.4258, Validation loss improved from inf to 0.2362
[Epoch 1] step 5000 loss 0.0790 lr 0.000010
[Epoch 1] step 5100 loss 0.0822 lr 0.000010
[Epoch 1] step 5200 loss 0.0288 lr 0.000010
[Epoch 1] step 5300 loss 0.0642 lr 0.000011
[Epoch 1] step 5400 loss 0.0476 lr 0.000011
[Epoch 1] step 5500 loss 0.0197 lr 0.000011
[Epoch 1] step 5600 loss 0.0575 lr 0.000011
[Epoch 1] step 5700 loss 0.0850 lr 0.000011
[Epoch 1] step 5800 loss 0.0146 lr 0.000012
[Epoch 1] step 5900 loss 0.0642 lr 0.000012
[Epoch 1] step 6000 loss 0.0816 lr 0.000012
[Epoch 1] step 6100 loss 0.1047 lr 0.000012
[Epoch 1] step 6200 loss 0.1014 lr 0.000012
[Epoch 1] step 6300 loss 0.0050 lr 0.000013
[Epoch 1] step 6400 loss 0.1491 lr 0.000013
[Epoch 1] step 6500 loss 0.1572 lr 0.000013
[Epoch 1] step 6600 loss 0.0460 lr 0.000013
[Epoch 1] step 6700 loss 0.0336 lr 0.000013
[Epoch 1] step 6800 loss 0.0658 lr 0.000014
[Epoch 1] step 6900 loss 0.0452 lr 0.000014
[Epoch 1] step 7000 loss 0.1091 lr 0.000014
[Epoch 1] step 7100 loss 0.0281 lr 0.000014
[Epoch 1] step 7200 loss 0.0708 lr 0.000014
[Epoch 1] step 7300 loss 0.0111 lr 0.000015
[Epoch 1] step 7400 loss 0.1217 lr 0.000015
[Epoch 1] step 7500 loss 0.0492 lr 0.000015
[Epoch 1] step 7600 loss 0.0266 lr 0.000015
[Epoch 1] step 7700 loss 0.0431 lr 0.000015
[Epoch 1] step 7800 loss 0.0608 lr 0.000016
[Epoch 1] step 7900 loss 0.0573 lr 0.000016
[Epoch 1] step 8000 loss 0.0385 lr 0.000016
[Epoch 1] step 8100 loss 0.0584 lr 0.000016
[Epoch 1] step 8200 loss 0.0793 lr 0.000016
[Epoch 1] step 8300 loss 0.0364 lr 0.000017
[Epoch 1] step 8400 loss 0.1035 lr 0.000017
[Epoch 1] step 8500 loss 0.0374 lr 0.000017
[Epoch 1] step 8600 loss 0.0708 lr 0.000017
[Epoch 1] step 8700 loss 0.0386 lr 0.000017
[Epoch 1] step 8800 loss 0.0793 lr 0.000018
[Epoch 1] step 8900 loss 0.0716 lr 0.000018
[Epoch 1] step 9000 loss 0.1068 lr 0.000018
[Epoch 1] step 9100 loss 0.0161 lr 0.000018
[Epoch 1] step 9200 loss 0.0414 lr 0.000018
[Epoch 1] step 9300 loss 0.1000 lr 0.000019
[Epoch 1] step 9400 loss 0.0519 lr 0.000019
[Epoch 1] step 9500 loss 0.0263 lr 0.000019
[Epoch 1] step 9600 loss 0.0362 lr 0.000019
[Epoch 1] step 9700 loss 0.0925 lr 0.000019
[Epoch 1] step 9800 loss 0.0785 lr 0.000020
[Epoch 1] step 9900 loss 0.0570 lr 0.000020
[Validation] global_step 10000 loss 0.2035 accuracy 0.4180
Validation loss improved from 0.2362 to 0.2035
[Epoch 1] step 10000 loss 0.0860 lr 0.000020
[Epoch 1] step 10100 loss 0.0259 lr 0.000020
[Epoch 1] step 10200 loss 0.1284 lr 0.000020
[Epoch 1] step 10300 loss 0.0082 lr 0.000021
[Epoch 1] step 10400 loss 0.1029 lr 0.000021
[Epoch 1] step 10500 loss 0.0327 lr 0.000021
[Epoch 1] step 10600 loss 0.0246 lr 0.000021
[Epoch 1] step 10700 loss 0.0198 lr 0.000021
[Epoch 1] step 10800 loss 0.0267 lr 0.000022
[Epoch 1] step 10900 loss 0.1035 lr 0.000022
[Epoch 1] step 11000 loss 0.0339 lr 0.000022
[Epoch 1] step 11100 loss 0.0571 lr 0.000022
[Epoch 1] step 11200 loss 0.0498 lr 0.000022
[Epoch 1] step 11300 loss 0.1097 lr 0.000023
[Epoch 1] step 11400 loss 0.0319 lr 0.000023
[Epoch 1] step 11500 loss 0.0110 lr 0.000023
[Epoch 1] step 11600 loss 0.0494 lr 0.000023
[Epoch 1] step 11700 loss 0.0996 lr 0.000023
[Epoch 1] step 11800 loss 0.0894 lr 0.000024
[Epoch 1] step 11900 loss 0.0312 lr 0.000024
[Epoch 1] step 12000 loss 0.1104 lr 0.000024
[Epoch 1] step 12100 loss 0.0498 lr 0.000024
[Epoch 1] step 12200 loss 0.0507 lr 0.000024
[Epoch 1] step 12300 loss 0.0216 lr 0.000025
[Epoch 1] step 12400 loss 0.0197 lr 0.000025
[Epoch 1] step 12500 loss 0.0276 lr 0.000025
[Epoch 1] step 12600 loss 0.1174 lr 0.000025
[Epoch 1] step 12700 loss 0.0848 lr 0.000025
[Epoch 1] step 12800 loss 0.0455 lr 0.000026
[Epoch 1] step 12900 loss 0.0133 lr 0.000026
[Epoch 1] step 13000 loss 0.0626 lr 0.000026
[Epoch 1] step 13100 loss 0.0331 lr 0.000026
[Epoch 1] step 13200 loss 0.0319 lr 0.000026
[Epoch 1] step 13300 loss 0.0816 lr 0.000027
[Epoch 1] step 13400 loss 0.0310 lr 0.000027
[Epoch 1] step 13500 loss 0.0072 lr 0.000027
[Epoch 1] step 13600 loss 0.0433 lr 0.000027
[Epoch 1] step 13700 loss 0.0349 lr 0.000027
[Epoch 1] step 13800 loss 0.0148 lr 0.000028
[Epoch 1] step 13900 loss 0.1137 lr 0.000028
[Epoch 1] step 14000 loss 0.0175 lr 0.000028
[Epoch 1] step 14100 loss 0.0439 lr 0.000028
[Epoch 1] step 14200 loss 0.0438 lr 0.000028
[Epoch 1] step 14300 loss 0.0589 lr 0.000029
[Epoch 1] step 14400 loss 0.0643 lr 0.000029
[Epoch 1] step 14500 loss 0.1510 lr 0.000029
[Epoch 1] step 14600 loss 0.0436 lr 0.000029
[Epoch 1] step 14700 loss 0.0675 lr 0.000029
[Epoch 1] step 14800 loss 0.0421 lr 0.000030
[Epoch 1] step 14900 loss 0.0825 lr 0.000030
[Validation] global_step 15000 loss 0.2236 accuracy 0.4531
Validation accuracy improved from 0.4258 to 0.4531
Epoch 1 avg loss 0.0902
[Epoch 2] step 0 loss 0.0943 lr 0.000030
[Epoch 2] step 100 loss 0.0765 lr 0.000030
[Epoch 2] step 200 loss 0.0272 lr 0.000030
[Epoch 2] step 300 loss 0.0998 lr 0.000030
[Epoch 2] step 400 loss 0.2068 lr 0.000030
[Epoch 2] step 500 loss 0.1122 lr 0.000030
[Epoch 2] step 600 loss 0.1283 lr 0.000030
[Epoch 2] step 700 loss 0.0511 lr 0.000030
[Epoch 2] step 800 loss 0.1026 lr 0.000030
[Epoch 2] step 900 loss 0.0450 lr 0.000030
[Epoch 2] step 1000 loss 0.0416 lr 0.000030
[Epoch 2] step 1100 loss 0.0320 lr 0.000030
[Epoch 2] step 1200 loss 0.0825 lr 0.000030
[Epoch 2] step 1300 loss 0.0428 lr 0.000030
[Epoch 2] step 1400 loss 0.0300 lr 0.000030
[Epoch 2] step 1500 loss 0.1264 lr 0.000030
[Epoch 2] step 1600 loss 0.0684 lr 0.000030
