===== Training started at 0 =====
Batch size: 2, LR: 5e-05, Epochs: 10
Steps per file: 50, Grad. accum: 4, Warmup rate: 0.1
Validation dataset loaded with 128 steps, using seed 42, max files 128, steps/file 1, batch size 8
Total validation batches: 16
Warmup steps: 3750, Total optimizer steps: 37500
[Epoch 1] step 0 loss 2.4180 lr 0.000000
[Epoch 1] step 100 loss 2.4629 lr 0.000000
[Epoch 1] step 200 loss 3.4180 lr 0.000001
[Epoch 1] step 300 loss 2.0996 lr 0.000001
[Epoch 1] step 400 loss 2.7891 lr 0.000001
[Epoch 1] step 500 loss 1.6729 lr 0.000002
[Epoch 1] step 600 loss 1.5821 lr 0.000002
[Epoch 1] step 700 loss 1.9200 lr 0.000002
[Epoch 1] step 800 loss 0.8316 lr 0.000003
[Epoch 1] step 900 loss 0.6709 lr 0.000003
[Epoch 1] step 1000 loss 0.4788 lr 0.000003
[Epoch 1] step 1100 loss 0.4026 lr 0.000004
[Epoch 1] step 1200 loss 0.2277 lr 0.000004
[Epoch 1] step 1300 loss 0.0838 lr 0.000004
[Epoch 1] step 1400 loss 0.0144 lr 0.000005
[Epoch 1] step 1500 loss 0.0001 lr 0.000005
[Epoch 1] step 1600 loss 0.0067 lr 0.000005
[Epoch 1] step 1700 loss 0.0000 lr 0.000006
[Epoch 1] step 1800 loss 0.0003 lr 0.000006
[Epoch 1] step 1900 loss 0.0011 lr 0.000006
[Epoch 1] step 2000 loss 0.0000 lr 0.000007
[Epoch 1] step 2100 loss 0.0000 lr 0.000007
[Epoch 1] step 2200 loss 0.0000 lr 0.000007
[Epoch 1] step 2300 loss 0.0000 lr 0.000008
[Epoch 1] step 2400 loss 0.0000 lr 0.000008
[Epoch 1] step 2500 loss 0.0000 lr 0.000008
[Epoch 1] step 2600 loss 0.0000 lr 0.000009
[Epoch 1] step 2700 loss 0.0000 lr 0.000009
[Epoch 1] step 2800 loss 0.0000 lr 0.000009
[Epoch 1] step 2900 loss 0.0000 lr 0.000010
[Epoch 1] step 3000 loss 0.0000 lr 0.000010
[Epoch 1] step 3100 loss 0.0000 lr 0.000010
[Epoch 1] step 3200 loss 0.0000 lr 0.000011
[Epoch 1] step 3300 loss 0.0000 lr 0.000011
[Epoch 1] step 3400 loss 0.0000 lr 0.000011
[Epoch 1] step 3500 loss 0.0000 lr 0.000012
[Epoch 1] step 3600 loss 0.0000 lr 0.000012
[Epoch 1] step 3700 loss 0.0000 lr 0.000012
[Epoch 1] step 3800 loss 0.0000 lr 0.000013
[Epoch 1] step 3900 loss 0.0000 lr 0.000013
[Epoch 1] step 4000 loss 0.0000 lr 0.000013
[Epoch 1] step 4100 loss 0.0000 lr 0.000014
[Epoch 1] step 4200 loss 0.0000 lr 0.000014
[Epoch 1] step 4300 loss 0.0000 lr 0.000014
[Epoch 1] step 4400 loss 0.0000 lr 0.000015
